REGION,MARKET,BRM,BLDIMAGE,BRANDDIFFERENTIATOR,BRANDFAMILY,BRANDONMARKET,BRANDSUBFAMILY,BRANDSUBFAMILYGROUP,BRANDSUBFAMILYGROUPING,BRANDSUBFAMILYLINE,CHARINDICATOR,BRMID,INDICATOR,RTYPE,INTERNATIONALINDICATOR,ISREPLACEMENT,ISSTRATEGIC,ITEMSHAPE,ITEMSCODE,LATESTPERIODINDEX,LEN,LENCATEGORY,PRICECLASS,LOCALCLASS,MARKETEDBRAND,MINDICATOR,NCON,NPLLAUNCHDATE,NPLLAUNCHYEAR,PCKT,PRICECLASSON,TCLASS,RETAILPACKPRICE,SPECIALFLAVOR,TRCONTE,THICATEGORY,TIPCOLOR,TRACKINGSTATUS,Market_Share
REGION2,MARKET55,BRM169,BLDIMAGE2,BRANDDIFFERENTIATOR184,BRANDFAMILY17,BRANDONMARKET169,BRANDSUBFAMILY17,BRANDSUBFAMILYGROUP17,BRANDSUBFAMILYGROUPING17,BRANDSUBFAMILYLINE17,CHARINDICATOR2,60080972,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS5,LOCALCLASS5,MARKETEDBRAND169,MINDICATOR2,0.6,201509,NPLLAUNCHYEAR8,PCKT21,PRICECLASSON2,TCLASS2,1.4,NA,6,THICATEGORY3,TIPCOLOR7,TRACKINGSTATUS1,0.005164489564
REGION2,MARKET55,BRM217,BLDIMAGE2,BRANDDIFFERENTIATOR467,BRANDFAMILY17,BRANDONMARKET217,BRANDSUBFAMILY17,BRANDSUBFAMILYGROUP17,BRANDSUBFAMILYGROUPING17,BRANDSUBFAMILYLINE17,CHARINDICATOR2,60064908,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS5,LOCALCLASS3,MARKETEDBRAND217,MINDICATOR2,0.6,201305,NPLLAUNCHYEAR6,PCKT21,PRICECLASSON2,TCLASS1,1.2,NA,8,THICATEGORY4,TIPCOLOR1,TRACKINGSTATUS2,0.005069522675
REGION2,MARKET55,BRM563,BLDIMAGE2,BRANDDIFFERENTIATOR21,BRANDFAMILY45,BRANDONMARKET563,BRANDSUBFAMILY51,BRANDSUBFAMILYGROUP45,BRANDSUBFAMILYGROUPING51,BRANDSUBFAMILYLINE46,CHARINDICATOR2,60036990,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,ITEMSHAPE1,20,12,98,LENCATEGORY1,PRICECLASS16,LOCALCLASS3,MARKETEDBRAND563,MINDICATOR2,0.8,201102,NPLLAUNCHYEAR4,PCKT11,PRICECLASSON4,TCLASS1,2.2,NA,10,THICATEGORY4,NA,TRACKINGSTATUS2,0.0026549446
REGION2,MARKET55,BRM572,BLDIMAGE2,BRANDDIFFERENTIATOR21,BRANDFAMILY45,BRANDONMARKET572,BRANDSUBFAMILY51,BRANDSUBFAMILYGROUP45,BRANDSUBFAMILYGROUPING51,BRANDSUBFAMILYLINE46,CHARINDICATOR2,60080230,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,ITEMSHAPE1,20,12,0,LENCATEGORY2,PRICECLASS16,LOCALCLASS3,MARKETEDBRAND572,MINDICATOR2,0.7,201408,NPLLAUNCHYEAR7,PCKT28,PRICECLASSON4,TCLASS1,2.1,NA,9,THICATEGORY4,TIPCOLOR1,TRACKINGSTATUS2,0.02148975191
REGION2,MARKET55,BRM637,BLDIMAGE2,BRANDDIFFERENTIATOR180,BRANDFAMILY45,BRANDONMARKET637,BRANDSUBFAMILY55,BRANDSUBFAMILYGROUP45,BRANDSUBFAMILYGROUPING55,BRANDSUBFAMILYLINE45,CHARINDICATOR2,60057333,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS16,LOCALCLASS5,MARKETEDBRAND637,MINDICATOR2,0.7,201302,NPLLAUNCHYEAR6,PCKT11,PRICECLASSON4,TCLASS2,1.8,NA,8,THICATEGORY3,TIPCOLOR1,TRACKINGSTATUS2,0.005119707849
REGION2,MARKET55,BRM667,BLDIMAGE2,BRANDDIFFERENTIATOR242,BRANDFAMILY45,BRANDONMARKET667,BRANDSUBFAMILY47,BRANDSUBFAMILYGROUP45,BRANDSUBFAMILYGROUPING47,BRANDSUBFAMILYLINE45,CHARINDICATOR1,50061273,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,ITEMSHAPE1,20,12,83,LENCATEGORY2,PRICECLASS16,LOCALCLASS5,MARKETEDBRAND667,MINDICATOR2,0.5,200903,NPLLAUNCHYEAR2,PCKT27,PRICECLASSON4,TCLASS2,2.2,NA,6,THICATEGORY4,TIPCOLOR7,TRACKINGSTATUS2,0.003662064273
REGION2,MARKET55,BRM711,BLDIMAGE2,BRANDDIFFERENTIATOR276,BRANDFAMILY45,BRANDONMARKET711,BRANDSUBFAMILY98,BRANDSUBFAMILYGROUP47,BRANDSUBFAMILYGROUPING98,BRANDSUBFAMILYLINE50,CHARINDICATOR2,50067236,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS16,LOCALCLASS10,MARKETEDBRAND711,MINDICATOR2,0.4,201302,NPLLAUNCHYEAR6,PCKT11,PRICECLASSON4,TCLASS3,1.8,NA,4,THICATEGORY3,NA,TRACKINGSTATUS2,0.00375552381
REGION2,MARKET55,BRM716,BLDIMAGE2,BRANDDIFFERENTIATOR278,BRANDFAMILY45,BRANDONMARKET716,BRANDSUBFAMILY86,BRANDSUBFAMILYGROUP47,BRANDSUBFAMILYGROUPING86,BRANDSUBFAMILYLINE49,CHARINDICATOR2,60036991,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,ITEMSHAPE1,20,12,98,LENCATEGORY1,PRICECLASS16,LOCALCLASS5,MARKETEDBRAND716,MINDICATOR2,0.6,201102,NPLLAUNCHYEAR4,PCKT11,PRICECLASSON4,TCLASS2,2.2,NA,8,THICATEGORY4,NA,TRACKINGSTATUS2,0.002144865745
REGION2,MARKET55,BRM727,BLDIMAGE2,BRANDDIFFERENTIATOR278,BRANDFAMILY45,BRANDONMARKET727,BRANDSUBFAMILY86,BRANDSUBFAMILYGROUP47,BRANDSUBFAMILYGROUPING86,BRANDSUBFAMILYLINE49,CHARINDICATOR2,60080231,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,ITEMSHAPE1,20,12,0,LENCATEGORY2,PRICECLASS16,LOCALCLASS5,MARKETEDBRAND727,MINDICATOR2,0.6,201408,NPLLAUNCHYEAR7,PCKT28,PRICECLASSON4,TCLASS2,2.1,NA,7,THICATEGORY4,TIPCOLOR1,TRACKINGSTATUS2,0.01385067007
REGION2,MARKET55,BRM737,BLDIMAGE2,BRANDDIFFERENTIATOR286,BRANDFAMILY45,BRANDONMARKET737,BRANDSUBFAMILY98,BRANDSUBFAMILYGROUP47,BRANDSUBFAMILYGROUPING98,BRANDSUBFAMILYLINE50,CHARINDICATOR2,50067235,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,ITEMSHAPE1,20,12,83,LENCATEGORY2,PRICECLASS16,LOCALCLASS5,MARKETEDBRAND737,MINDICATOR2,0.5,201107,NPLLAUNCHYEAR4,PCKT11,PRICECLASSON4,TCLASS2,1.8,NA,6,THICATEGORY3,TIPCOLOR1,TRACKINGSTATUS2,0.005137780269
REGION2,MARKET55,BRM803,BLDIMAGE2,BRANDDIFFERENTIATOR474,BRANDFAMILY45,BRANDONMARKET803,BRANDSUBFAMILY56,BRANDSUBFAMILYGROUP45,BRANDSUBFAMILYGROUPING56,BRANDSUBFAMILYLINE45,CHARINDICATOR2,60098667,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,ITEMSHAPE1,20,12,0,LENCATEGORY2,PRICECLASS16,LOCALCLASS5,MARKETEDBRAND803,MINDICATOR2,0.6,201505,NPLLAUNCHYEAR8,PCKT21,PRICECLASSON4,TCLASS2,2,NA,8,THICATEGORY3,TIPCOLOR7,TRACKINGSTATUS1,0.004011670402
REGION2,MARKET55,BRM885,BLDIMAGE2,BRANDDIFFERENTIATOR57,BRANDFAMILY50,BRANDONMARKET885,BRANDSUBFAMILY109,BRANDSUBFAMILYGROUP54,BRANDSUBFAMILYGROUPING109,BRANDSUBFAMILYLINE57,CHARINDICATOR1,60045238,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,ITEMSHAPE1,20,12,84,LENCATEGORY2,PRICECLASS7,LOCALCLASS5,MARKETEDBRAND885,MINDICATOR2,0.5,201109,NPLLAUNCHYEAR4,PCKT21,PRICECLASSON3,TCLASS2,1.4,NA,6,THICATEGORY4,TIPCOLOR7,TRACKINGSTATUS2,0.003564924239
REGION2,MARKET55,BRM889,BLDIMAGE2,BRANDDIFFERENTIATOR60,BRANDFAMILY50,BRANDONMARKET889,BRANDSUBFAMILY109,BRANDSUBFAMILYGROUP54,BRANDSUBFAMILYGROUPING109,BRANDSUBFAMILYLINE57,CHARINDICATOR1,60045241,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,ITEMSHAPE1,20,12,84,LENCATEGORY2,PRICECLASS7,LOCALCLASS5,MARKETEDBRAND889,MINDICATOR2,0.7,201111,NPLLAUNCHYEAR4,PCKT21,PRICECLASSON3,TCLASS2,1.4,NA,8,THICATEGORY4,TIPCOLOR7,TRACKINGSTATUS2,0.003784496369
REGION2,MARKET55,BRM1030,BLDIMAGE2,BRANDDIFFERENTIATOR98,BRANDFAMILY61,BRANDONMARKET1030,BRANDSUBFAMILY120,BRANDSUBFAMILYGROUP65,BRANDSUBFAMILYGROUPING120,BRANDSUBFAMILYLINE68,CHARINDICATOR2,50065709,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,ITEMSHAPE1,20,12,84,LENCATEGORY2,PRICECLASS7,LOCALCLASS5,MARKETEDBRAND1030,MINDICATOR2,0.6,200905,NPLLAUNCHYEAR2,PCKT21,PRICECLASSON3,TCLASS2,1.2,NA,7,THICATEGORY4,TIPCOLOR1,TRACKINGSTATUS2,0.001471387349
REGION2,MARKET55,BRM1097,BLDIMAGE2,BRANDDIFFERENTIATOR571,BRANDFAMILY61,BRANDONMARKET1097,BRANDSUBFAMILY120,BRANDSUBFAMILYGROUP65,BRANDSUBFAMILYGROUPING120,BRANDSUBFAMILYLINE68,CHARINDICATOR2,50065710,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,ITEMSHAPE1,20,12,84,LENCATEGORY2,PRICECLASS7,LOCALCLASS10,MARKETEDBRAND1097,MINDICATOR2,0.4,200905,NPLLAUNCHYEAR2,PCKT21,PRICECLASSON3,TCLASS3,1.3,NA,4,THICATEGORY4,TIPCOLOR1,TRACKINGSTATUS2,0.003433613211
REGION2,MARKET56,BRM114,BLDIMAGE2,BRANDDIFFERENTIATOR8,BRANDFAMILY17,BRANDONMARKET114,BRANDSUBFAMILY17,BRANDSUBFAMILYGROUP17,BRANDSUBFAMILYGROUPING17,BRANDSUBFAMILYLINE17,CHARINDICATOR2,60098014,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS22,LOCALCLASS5,MARKETEDBRAND114,MINDICATOR2,0,201503,NPLLAUNCHYEAR8,PCKT21,PRICECLASSON2,TCLASS2,0.3,NA,5,THICATEGORY4,NA,TRACKINGSTATUS1,0.006949994863
REGION2,MARKET56,BRM115,BLDIMAGE2,BRANDDIFFERENTIATOR22,BRANDFAMILY17,BRANDONMARKET115,BRANDSUBFAMILY17,BRANDSUBFAMILYGROUP17,BRANDSUBFAMILYGROUPING17,BRANDSUBFAMILYLINE17,CHARINDICATOR2,60098015,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS22,LOCALCLASS3,MARKETEDBRAND115,MINDICATOR2,0,201503,NPLLAUNCHYEAR8,PCKT21,PRICECLASSON2,TCLASS1,0.3,NA,8,THICATEGORY4,NA,TRACKINGSTATUS1,0.004611830795
REGION2,MARKET56,BRM116,BLDIMAGE2,BRANDDIFFERENTIATOR27,BRANDFAMILY17,BRANDONMARKET116,BRANDSUBFAMILY17,BRANDSUBFAMILYGROUP17,BRANDSUBFAMILYGROUPING17,BRANDSUBFAMILYLINE17,CHARINDICATOR2,60098016,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS22,LOCALCLASS12,MARKETEDBRAND116,MINDICATOR2,0,201503,NPLLAUNCHYEAR8,PCKT21,PRICECLASSON2,TCLASS4,0.3,NA,3,THICATEGORY4,NA,TRACKINGSTATUS1,0.01134448588
REGION2,MARKET56,BRM134,BLDIMAGE2,BRANDDIFFERENTIATOR98,BRANDFAMILY17,BRANDONMARKET134,BRANDSUBFAMILY17,BRANDSUBFAMILYGROUP17,BRANDSUBFAMILYGROUPING17,BRANDSUBFAMILYLINE17,CHARINDICATOR2,60057158,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS7,LOCALCLASS5,MARKETEDBRAND134,MINDICATOR2,0,201211,NPLLAUNCHYEAR5,PCKT21,PRICECLASSON3,TCLASS2,45,NA,5,THICATEGORY4,NA,TRACKINGSTATUS2,0.001813077188
REGION2,MARKET56,BRM217,BLDIMAGE2,BRANDDIFFERENTIATOR467,BRANDFAMILY17,BRANDONMARKET217,BRANDSUBFAMILY17,BRANDSUBFAMILYGROUP17,BRANDSUBFAMILYGROUPING17,BRANDSUBFAMILYLINE17,CHARINDICATOR2,60057157,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS7,LOCALCLASS3,MARKETEDBRAND217,MINDICATOR2,0,201211,NPLLAUNCHYEAR5,PCKT21,PRICECLASSON3,TCLASS1,0.45,NA,8,THICATEGORY4,NA,TRACKINGSTATUS2,0.001829033099
REGION2,MARKET56,BRM236,BLDIMAGE2,BRANDDIFFERENTIATOR515,BRANDFAMILY17,BRANDONMARKET236,BRANDSUBFAMILY17,BRANDSUBFAMILYGROUP17,BRANDSUBFAMILYGROUPING17,BRANDSUBFAMILYLINE17,CHARINDICATOR2,60057159,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS7,LOCALCLASS12,MARKETEDBRAND236,MINDICATOR2,0,201211,NPLLAUNCHYEAR5,PCKT21,PRICECLASSON3,TCLASS4,0.45,NA,3,THICATEGORY4,NA,TRACKINGSTATUS2,0.00178324657
REGION2,MARKET56,BRM318,BLDIMAGE2,BRANDDIFFERENTIATOR12,BRANDFAMILY41,BRANDONMARKET318,BRANDSUBFAMILY41,BRANDSUBFAMILYGROUP41,BRANDSUBFAMILYGROUPING41,BRANDSUBFAMILYLINE41,CHARINDICATOR2,50068251,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,10,12,0,LENCATEGORY2,PRICECLASS7,LOCALCLASS3,MARKETEDBRAND318,MINDICATOR2,0,201105,NPLLAUNCHYEAR4,PCKT11,PRICECLASSON3,TCLASS1,0.275,NA,8,THICATEGORY4,NA,TRACKINGSTATUS2,0.001972289089
REGION2,MARKET56,BRM377,BLDIMAGE2,BRANDDIFFERENTIATOR245,BRANDFAMILY41,BRANDONMARKET377,BRANDSUBFAMILY41,BRANDSUBFAMILYGROUP41,BRANDSUBFAMILYGROUPING41,BRANDSUBFAMILYLINE41,CHARINDICATOR2,60057109,INDICATOR2,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS7,LOCALCLASS5,MARKETEDBRAND377,MINDICATOR2,0,201212,NPLLAUNCHYEAR5,PCKT21,PRICECLASSON3,TCLASS2,0.55,NA,6,THICATEGORY4,NA,TRACKINGSTATUS2,0.003171718705
REGION2,MARKET56,BRM389,BLDIMAGE2,BRANDDIFFERENTIATOR337,BRANDFAMILY41,BRANDONMARKET389,BRANDSUBFAMILY41,BRANDSUBFAMILYGROUP41,BRANDSUBFAMILYGROUPING41,BRANDSUBFAMILYLINE41,CHARINDICATOR2,60038945,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,10,12,0,LENCATEGORY2,PRICECLASS7,LOCALCLASS5,MARKETEDBRAND389,MINDICATOR2,0.8,201106,NPLLAUNCHYEAR4,PCKT11,PRICECLASSON3,TCLASS2,0.275,NA,6,THICATEGORY4,NA,TRACKINGSTATUS2,0.001855295409
REGION2,MARKET56,BRM412,BLDIMAGE2,BRANDDIFFERENTIATOR348,BRANDFAMILY41,BRANDONMARKET412,BRANDSUBFAMILY41,BRANDSUBFAMILYGROUP41,BRANDSUBFAMILYGROUPING41,BRANDSUBFAMILYLINE41,CHARINDICATOR2,60074423,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS7,LOCALCLASS5,MARKETEDBRAND412,MINDICATOR2,0,201503,NPLLAUNCHYEAR8,PCKT24,PRICECLASSON3,TCLASS2,0.55,NA,6,THICATEGORY3,NA,TRACKINGSTATUS1,0.0009777579921
REGION2,MARKET56,BRM415,BLDIMAGE2,BRANDDIFFERENTIATOR355,BRANDFAMILY41,BRANDONMARKET415,BRANDSUBFAMILY41,BRANDSUBFAMILYGROUP41,BRANDSUBFAMILYGROUPING41,BRANDSUBFAMILYLINE41,CHARINDICATOR2,60080266,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS7,LOCALCLASS1,MARKETEDBRAND415,MINDICATOR2,0,201503,NPLLAUNCHYEAR8,PCKT24,PRICECLASSON3,TCLASS4,0.55,NA,1,THICATEGORY3,NA,TRACKINGSTATUS1,0.001087240871
REGION2,MARKET56,BRM487,BLDIMAGE2,BRANDDIFFERENTIATOR603,BRANDFAMILY41,BRANDONMARKET487,BRANDSUBFAMILY41,BRANDSUBFAMILYGROUP41,BRANDSUBFAMILYGROUPING41,BRANDSUBFAMILYLINE41,CHARINDICATOR2,50068253,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,10,12,0,LENCATEGORY2,PRICECLASS7,LOCALCLASS12,MARKETEDBRAND487,MINDICATOR2,0,201106,NPLLAUNCHYEAR4,PCKT11,PRICECLASSON3,TCLASS4,0.275,NA,4,THICATEGORY4,NA,TRACKINGSTATUS2,0.000923806513
REGION2,MARKET56,BRM641,BLDIMAGE2,BRANDDIFFERENTIATOR197,BRANDFAMILY45,BRANDONMARKET641,BRANDSUBFAMILY61,BRANDSUBFAMILYGROUP46,BRANDSUBFAMILYGROUPING61,BRANDSUBFAMILYLINE48,CHARINDICATOR2,60079907,INDICATOR2,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC2,NA,20,12,0,LENCATEGORY2,PRICECLASS16,LOCALCLASS3,MARKETEDBRAND641,MINDICATOR2,0,201509,NPLLAUNCHYEAR8,PCKT24,PRICECLASSON4,TCLASS1,0.75,NA,8,THICATEGORY4,NA,TRACKINGSTATUS1,0.004460230641
REGION2,MARKET56,BRM648,BLDIMAGE2,BRANDDIFFERENTIATOR219,BRANDFAMILY45,BRANDONMARKET648,BRANDSUBFAMILY47,BRANDSUBFAMILYGROUP45,BRANDSUBFAMILYGROUPING47,BRANDSUBFAMILYLINE45,CHARINDICATOR2,50053558,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS1,LOCALCLASS12,MARKETEDBRAND648,MINDICATOR2,0,200801,NPLLAUNCHYEAR1,PCKT27,PRICECLASSON1,TCLASS4,0.75,NA,3,THICATEGORY4,NA,TRACKINGSTATUS2,0.0122941606
REGION2,MARKET56,BRM650,BLDIMAGE2,BRANDDIFFERENTIATOR220,BRANDFAMILY45,BRANDONMARKET650,BRANDSUBFAMILY47,BRANDSUBFAMILYGROUP45,BRANDSUBFAMILYGROUPING47,BRANDSUBFAMILYLINE45,CHARINDICATOR2,50053557,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS1,LOCALCLASS1,MARKETEDBRAND650,MINDICATOR2,0,200801,NPLLAUNCHYEAR1,PCKT27,PRICECLASSON1,TCLASS4,0.75,NA,1,THICATEGORY4,NA,TRACKINGSTATUS2,0.01067865922
REGION2,MARKET56,BRM662,BLDIMAGE2,BRANDDIFFERENTIATOR239,BRANDFAMILY45,BRANDONMARKET662,BRANDSUBFAMILY55,BRANDSUBFAMILYGROUP45,BRANDSUBFAMILYGROUPING55,BRANDSUBFAMILYLINE45,CHARINDICATOR2,50079805,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS16,LOCALCLASS5,MARKETEDBRAND662,MINDICATOR2,0.5,201102,NPLLAUNCHYEAR4,PCKT11,PRICECLASSON4,TCLASS2,0.65,NA,5,THICATEGORY3,NA,TRACKINGSTATUS2,0.01090172274
REGION2,MARKET56,BRM735,BLDIMAGE2,BRANDDIFFERENTIATOR285,BRANDFAMILY45,BRANDONMARKET735,BRANDSUBFAMILY81,BRANDSUBFAMILYGROUP47,BRANDSUBFAMILYGROUPING81,BRANDSUBFAMILYLINE50,CHARINDICATOR2,50066523,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS16,LOCALCLASS1,MARKETEDBRAND735,MINDICATOR2,0.1,200905,NPLLAUNCHYEAR2,PCKT11,PRICECLASSON4,TCLASS4,0.65,NA,1,THICATEGORY4,TIPCOLOR7,TRACKINGSTATUS2,0.0137246063
REGION2,MARKET56,BRM737,BLDIMAGE2,BRANDDIFFERENTIATOR286,BRANDFAMILY45,BRANDONMARKET737,BRANDSUBFAMILY98,BRANDSUBFAMILYGROUP47,BRANDSUBFAMILYGROUPING98,BRANDSUBFAMILYLINE50,CHARINDICATOR2,50069987,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS16,LOCALCLASS12,MARKETEDBRAND737,MINDICATOR2,0.4,201004,NPLLAUNCHYEAR3,PCKT11,PRICECLASSON4,TCLASS4,0.75,NA,4,THICATEGORY3,NA,TRACKINGSTATUS2,0.01540057651
REGION2,MARKET56,BRM768,BLDIMAGE2,BRANDDIFFERENTIATOR334,BRANDFAMILY45,BRANDONMARKET768,BRANDSUBFAMILY68,BRANDSUBFAMILYGROUP46,BRANDSUBFAMILYGROUPING68,BRANDSUBFAMILYLINE47,CHARINDICATOR2,50062135,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS16,LOCALCLASS5,MARKETEDBRAND768,MINDICATOR1,0,200903,NPLLAUNCHYEAR2,PCKT11,PRICECLASSON4,TCLASS2,0.65,NA,0,THICATEGORY4,NA,TRACKINGSTATUS2,0.01056241278
REGION2,MARKET56,BRM789,BLDIMAGE2,BRANDDIFFERENTIATOR445,BRANDFAMILY45,BRANDONMARKET789,BRANDSUBFAMILY57,BRANDSUBFAMILYGROUP45,BRANDSUBFAMILYGROUPING57,BRANDSUBFAMILYLINE45,CHARINDICATOR2,60062426,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS1,LOCALCLASS5,MARKETEDBRAND789,MINDICATOR2,0,201301,NPLLAUNCHYEAR6,PCKT12,PRICECLASSON1,TCLASS2,1.25,NA,5,THICATEGORY4,NA,TRACKINGSTATUS2,0.000958058444
REGION2,MARKET56,BRM1168,BLDIMAGE2,BRANDDIFFERENTIATOR7,BRANDFAMILY74,BRANDONMARKET1168,BRANDSUBFAMILY133,BRANDSUBFAMILYGROUP78,BRANDSUBFAMILYGROUPING133,BRANDSUBFAMILYLINE81,CHARINDICATOR2,50053691,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY1,PRICECLASS16,LOCALCLASS12,MARKETEDBRAND1168,MINDICATOR2,0.4,200806,NPLLAUNCHYEAR1,PCKT14,PRICECLASSON4,TCLASS4,0.65,NA,4,THICATEGORY5,NA,TRACKINGSTATUS2,0.001554625329
REGION2,MARKET56,BRM1170,BLDIMAGE2,BRANDDIFFERENTIATOR30,BRANDFAMILY74,BRANDONMARKET1170,BRANDSUBFAMILY133,BRANDSUBFAMILYGROUP78,BRANDSUBFAMILYGROUPING133,BRANDSUBFAMILYLINE81,CHARINDICATOR2,50053692,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY1,PRICECLASS16,LOCALCLASS12,MARKETEDBRAND1170,MINDICATOR2,0.4,200806,NPLLAUNCHYEAR1,PCKT14,PRICECLASSON4,TCLASS4,0.65,NA,4,THICATEGORY5,NA,TRACKINGSTATUS2,0.001524588657
REGION2,MARKET57,BRM47,BLDIMAGE2,BRANDDIFFERENTIATOR170,BRANDFAMILY12,BRANDONMARKET47,BRANDSUBFAMILY12,BRANDSUBFAMILYGROUP12,BRANDSUBFAMILYGROUPING12,BRANDSUBFAMILYLINE12,CHARINDICATOR1,60073047,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,NA,20,12,0,LENCATEGORY2,PRICECLASS22,LOCALCLASS5,MARKETEDBRAND47,MINDICATOR2,0,201407,NPLLAUNCHYEAR7,PCKT7,PRICECLASSON3,TCLASS2,0,NA,0,THICATEGORY3,NA,TRACKINGSTATUS2,0.04010854717
REGION2,MARKET57,BRM49,BLDIMAGE2,BRANDDIFFERENTIATOR174,BRANDFAMILY12,BRANDONMARKET49,BRANDSUBFAMILY12,BRANDSUBFAMILYGROUP12,BRANDSUBFAMILYGROUPING12,BRANDSUBFAMILYLINE12,CHARINDICATOR2,60079610,INDICATOR1,NA,INTERNATIONALINDICATOR1,ISREPLACEMENT1,ISSTRATEGIC1,ITEMSHAPE1,20,12,0,LENCATEGORY2,PRICECLASS6,LOCALCLASS10,MARKETEDBRAND49,MINDICATOR2,0,201407,NPLLAUNCHYEAR7,PCKT7,PRICECLASSON2,TCLASS3,0,SPECIALFLAVOR7,0,THICATEGORY3,NA,TRACKINGSTATUS2,0.01793053148
